index,zinnen,woorden
153,"bij algemene maatregel van bestuur kunnen middelen, installaties of methoden worden aangewezen die in elk geval worden gerekend tot de middelen, installaties, onderscheidenlijk methoden, bedoeld in het eerste lid, onderdeel a, onder 2° of 3°.","['bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'middelen', ', ', 'installaties', ' ', 'of', ' ', 'methoden', ' ', 'worden', ' ', 'aangewezen', ' ', 'die', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'worden', ' ', 'gerekend', ' ', 'tot', ' ', 'de', ' ', 'middelen', ', ', 'installaties', ', ', 'onderscheidenlijk', ' ', 'methoden', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'a', ', ', 'onder', ' ', '2', '° ', 'of', ' ', '3', '°.']"
154,"het is verboden in het wild levende dieren van soorten, genoemd in bijlage iv, onderdeel a, bij de habitatrichtlijn, bijlage ii bij het verdrag van bern of bijlage i bij het verdrag van bonn, met uitzondering van de soorten, bedoeld in artikel 1 van de vogelrichtlijn, in hun natuurlijk verspreidingsgebied opzettelijk te doden of te vangen.","['het', ' ', 'is', ' ', 'verboden', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iv', ', ', 'onderdeel', '\xa0', 'a', ', ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ', ', 'bijlage', ' ', 'ii', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ' ', 'of', ' ', 'bijlage', ' ', 'i', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bonn', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'soorten', ', ', 'bedoeld', ' ', 'in', ' ', 'artikel', ' ', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'in', ' ', 'hun', ' ', 'natuurlijk', ' ', 'verspreidingsgebied', ' ', 'opzettelijk', ' ', 'te', ' ', 'doden', ' ', 'of', ' ', 'te', ' ', 'vangen', '.']"
155,het is verboden dieren als bedoeld in het eerste lid opzettelijk te verstoren.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'dieren', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'opzettelijk', ' ', 'te', ' ', 'verstoren', '.']"
156,het is verboden eieren van dieren als bedoeld in het eerste lid in de natuur opzettelijk te vernielen of te rapen.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'eieren', ' ', 'van', ' ', 'dieren', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'in', ' ', 'de', ' ', 'natuur', ' ', 'opzettelijk', ' ', 'te', ' ', 'vernielen', ' ', 'of', ' ', 'te', ' ', 'rapen', '.']"
157,het is verboden de voortplantingsplaatsen of rustplaatsen van dieren als bedoeld in het eerste lid te beschadigen of te vernielen.,"['het', ' ', 'is', ' ', 'verboden', ' ', 'de', ' ', 'voortplantingsplaatsen', ' ', 'of', ' ', 'rustplaatsen', ' ', 'van', ' ', 'dieren', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'te', ' ', 'beschadigen', ' ', 'of', ' ', 'te', ' ', 'vernielen', '.']"
158,"het is verboden planten van soorten, genoemd in bijlage iv, onderdeel b, bij de habitatrichtlijn of bijlage i bij het verdrag van bern, in hun natuurlijke verspreidingsgebied opzettelijk te plukken en te verzamelen, af te snijden, te ontwortelen of te vernielen.","['het', ' ', 'is', ' ', 'verboden', ' ', 'planten', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iv', ', ', 'onderdeel', '\xa0', 'b', ', ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ' ', 'of', ' ', 'bijlage', ' ', 'i', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ', ', 'in', ' ', 'hun', ' ', 'natuurlijke', ' ', 'verspreidingsgebied', ' ', 'opzettelijk', ' ', 'te', ' ', 'plukken', ' ', 'en', ' ', 'te', ' ', 'verzamelen', ', ', 'af', ' ', 'te', ' ', 'snijden', ', ', 'te', ' ', 'ontwortelen', ' ', 'of', ' ', 'te', ' ', 'vernielen', '.']"
159,"het is verboden dieren of planten van soorten, genoemd in bijlage iv bij de habitatrichtlijn, bijlage i of ii bij het verdrag van bern of bijlage i bij het verdrag van bonn, met uitzondering van de soorten, bedoeld in artikel 1 van de vogelrichtlijn, onder zich te hebben voor verkoop, te vervoeren voor verkoop, te verhandelen, te ruilen of te koop of te ruil aan te bieden.","['het', ' ', 'is', ' ', 'verboden', ' ', 'dieren', ' ', 'of', ' ', 'planten', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iv', ' ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ', ', 'bijlage', ' ', 'i', ' ', 'of', ' ', 'ii', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ' ', 'of', ' ', 'bijlage', ' ', 'i', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bonn', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'soorten', ', ', 'bedoeld', ' ', 'in', ' ', 'artikel', ' ', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'onder', ' ', 'zich', ' ', 'te', ' ', 'hebben', ' ', 'voor', ' ', 'verkoop', ', ', 'te', ' ', 'vervoeren', ' ', 'voor', ' ', 'verkoop', ', ', 'te', ' ', 'verhandelen', ', ', 'te', ' ', 'ruilen', ' ', 'of', ' ', 'te', ' ', 'koop', ' ', 'of', ' ', 'te', ' ', 'ruil', ' ', 'aan', ' ', 'te', ' ', 'bieden', '.']"
160,"het is verboden, anders dan voor verkoop, dieren of planten als bedoeld in het eerste lid onder zich te hebben of te vervoeren.","['het', ' ', 'is', ' ', 'verboden', ', ', 'anders', ' ', 'dan', ' ', 'voor', ' ', 'verkoop', ', ', 'dieren', ' ', 'of', ' ', 'planten', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'onder', ' ', 'zich', ' ', 'te', ' ', 'hebben', ' ', 'of', ' ', 'te', ' ', 'vervoeren', '.']"
161,"de verboden, bedoeld in het eerste en tweede lid, zijn niet van toepassing ingeval de in dat lid bedoelde dieren en planten aantoonbaar zijn gefokt of gekweekt.","['de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'en', ' ', 'tweede', ' ', 'lid', ', ', 'zijn', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'ingeval', ' ', 'de', ' ', 'in', ' ', 'dat', ' ', 'lid', ' ', 'bedoelde', ' ', 'dieren', ' ', 'en', ' ', 'planten', ' ', 'aantoonbaar', ' ', 'zijn', ' ', 'gefokt', ' ', 'of', ' ', 'gekweekt', '.']"
162,"bij of krachtens algemene maatregel van bestuur worden regels gesteld over het aan de natuur onttrekken en de exploitatie van daarbij aangewezen dieren of planten van soorten, genoemd in bijlage v bij de habitatrichtlijn of bijlage iii bij het verdrag van bern, met uitzondering van de soorten, bedoeld in artikel 1 van de vogelrichtlijn, indien dat nodig is voor het behoud of het bereiken van een gunstige staat van instandhouding van die soorten.","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'worden', ' ', 'regels', ' ', 'gesteld', ' ', 'over', ' ', 'het', ' ', 'aan', ' ', 'de', ' ', 'natuur', ' ', 'onttrekken', ' ', 'en', ' ', 'de', ' ', 'exploitatie', ' ', 'van', ' ', 'daarbij', ' ', 'aangewezen', ' ', 'dieren', ' ', 'of', ' ', 'planten', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'v', ' ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ' ', 'of', ' ', 'bijlage', ' ', 'iii', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'soorten', ', ', 'bedoeld', ' ', 'in', ' ', 'artikel', ' ', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'indien', ' ', 'dat', ' ', 'nodig', ' ', 'is', ' ', 'voor', ' ', 'het', ' ', 'behoud', ' ', 'of', ' ', 'het', ' ', 'bereiken', ' ', 'van', ' ', 'een', ' ', 'gunstige', ' ', 'staat', ' ', 'van', ' ', 'instandhouding', ' ', 'van', ' ', 'die', ' ', 'soorten', '.']"
163,"de regels, bedoeld in het eerste lid, kunnen:","['de', ' ', 'regels', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'kunnen', ':']"
164,"bij de algemene maatregel van bestuur, bedoeld in het eerste lid, kan, na overleg met provinciale staten van de provincies, worden bepaald dat provinciale staten regels als bedoeld in dat lid vaststellen of vrijstelling van die regels kunnen verlenen, of dat gedeputeerde staten met de verlening van ontheffing van die regels of met de uitvoering van die regels zijn belast.","['bij', ' ', 'de', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'kan', ', ', 'na', ' ', 'overleg', ' ', 'met', ' ', 'provinciale', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ', ', 'worden', ' ', 'bepaald', ' ', 'dat', ' ', 'provinciale', ' ', 'staten', ' ', 'regels', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'dat', ' ', 'lid', ' ', 'vaststellen', ' ', 'of', ' ', 'vrijstelling', ' ', 'van', ' ', 'die', ' ', 'regels', ' ', 'kunnen', ' ', 'verlenen', ', ', 'of', ' ', 'dat', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'met', ' ', 'de', ' ', 'verlening', ' ', 'van', ' ', 'ontheffing', ' ', 'van', ' ', 'die', ' ', 'regels', ' ', 'of', ' ', 'met', ' ', 'de', ' ', 'uitvoering', ' ', 'van', ' ', 'die', ' ', 'regels', ' ', 'zijn', ' ', 'belast', '.']"
165,"gedeputeerde staten kunnen ontheffing verlenen van een of meer van de verboden, bedoeld in de ","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'ontheffing', ' ', 'verlenen', ' ', 'van', ' ', 'een', ' ', 'of', ' ', 'meer', ' ', 'van', ' ', 'de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'de', ' ']"
166,"provinciale staten kunnen bij verordening vrijstelling verlenen van een of meer van de verboden, bedoeld in de ","['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'vrijstelling', ' ', 'verlenen', ' ', 'van', ' ', 'een', ' ', 'of', ' ', 'meer', ' ', 'van', ' ', 'de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'de', ' ']"
167,"onze minister kan ontheffing of vrijstelling verlenen van een of meer van de verboden, bedoeld in ","['onze', ' ', 'minister', ' ', 'kan', ' ', 'ontheffing', ' ', 'of', ' ', 'vrijstelling', ' ', 'verlenen', ' ', 'van', ' ', 'een', ' ', 'of', ' ', 'meer', ' ', 'van', ' ', 'de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ']"
168,"bij de algemene maatregel van bestuur, bedoeld in ","['bij', ' ', 'de', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ', ', 'bedoeld', ' ', 'in', ' ']"
169,"een ontheffing of een vrijstelling wordt uitsluitend verleend, indien is voldaan aan elk van de volgende voorwaarden:","['een', ' ', 'ontheffing', ' ', 'of', ' ', 'een', ' ', 'vrijstelling', ' ', 'wordt', ' ', 'uitsluitend', ' ', 'verleend', ', ', 'indien', ' ', 'is', ' ', 'voldaan', ' ', 'aan', ' ', 'elk', ' ', 'van', ' ', 'de', ' ', 'volgende', ' ', 'voorwaarden', ':']"
170,"de verboden, bedoeld in de ","['de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'de', ' ']"
171,"de verboden, bedoeld in de ","['de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'de', ' ']"
172,"indien het vangen of doden van dieren van soorten, genoemd in bijlage iv, onderdeel a, bij de habitatrichtlijn, of bijlage ii bij het verdrag van bern, met uitzondering van de soorten, bedoeld in artikel 1 van de vogelrichtlijn, en het aan de natuur onttrekken van dieren van soorten, genoemd in bijlage v, onderdeel a, bij de habitatrichtlijn, of bijlage iii bij het verdrag van bern, met uitzondering van de soorten, bedoeld in artikel 1 van de vogelrichtlijn, bij of krachtens deze wet is toegestaan, is het verboden deze dieren te vangen of te doden door gebruikmaking van niet-selectieve middelen die de plaatselijke verdwijning of ernstige verstoring van de rust van de populaties van deze soorten tot gevolg kunnen hebben, waartoe in elk geval behoren:","['indien', ' ', 'het', ' ', 'vangen', ' ', 'of', ' ', 'doden', ' ', 'van', ' ', 'dieren', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'iv', ', ', 'onderdeel', '\xa0', 'a', ', ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ', ', 'of', ' ', 'bijlage', ' ', 'ii', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'soorten', ', ', 'bedoeld', ' ', 'in', ' ', 'artikel', ' ', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'en', ' ', 'het', ' ', 'aan', ' ', 'de', ' ', 'natuur', ' ', 'onttrekken', ' ', 'van', ' ', 'dieren', ' ', 'van', ' ', 'soorten', ', ', 'genoemd', ' ', 'in', ' ', 'bijlage', ' ', 'v', ', ', 'onderdeel', '\xa0', 'a', ', ', 'bij', ' ', 'de', ' ', 'habitatrichtlijn', ', ', 'of', ' ', 'bijlage', ' ', 'iii', ' ', 'bij', ' ', 'het', ' ', 'verdrag', ' ', 'van', ' ', 'bern', ', ', 'met', ' ', 'uitzondering', ' ', 'van', ' ', 'de', ' ', 'soorten', ', ', 'bedoeld', ' ', 'in', ' ', 'artikel', ' ', '1', ' ', 'van', ' ', 'de', ' ', 'vogelrichtlijn', ', ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ' ', 'is', ' ', 'toegestaan', ', ', 'is', ' ', 'het', ' ', 'verboden', ' ', 'deze', ' ', 'dieren', ' ', 'te', ' ', 'vangen', ' ', 'of', ' ', 'te', ' ', 'doden', ' ', 'door', ' ', 'gebruikmaking', ' ', 'van', ' ', 'niet', '-', 'selectieve', ' ', 'middelen', ' ', 'die', ' ', 'de', ' ', 'plaatselijke', ' ', 'verdwijning', ' ', 'of', ' ', 'ernstige', ' ', 'verstoring', ' ', 'van', ' ', 'de', ' ', 'rust', ' ', 'van', ' ', 'de', ' ', 'populaties', ' ', 'van', ' ', 'deze', ' ', 'soorten', ' ', 'tot', ' ', 'gevolg', ' ', 'kunnen', ' ', 'hebben', ', ', 'waartoe', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'behoren', ':']"
173,"gedeputeerde staten kunnen ontheffing verlenen en provinciale staten kunnen bij verordening vrijstelling verlenen van het verbod, bedoeld in het eerste lid. ","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'ontheffing', ' ', 'verlenen', ' ', 'en', ' ', 'provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'vrijstelling', ' ', 'verlenen', ' ', 'van', ' ', 'het', ' ', 'verbod', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', '. ']"
174,"bij algemene maatregel van bestuur kunnen middelen worden aangewezen die in elk geval worden gerekend tot de niet-selectieve middelen, bedoeld in het eerste lid, aanhef.","['bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kunnen', ' ', 'middelen', ' ', 'worden', ' ', 'aangewezen', ' ', 'die', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'worden', ' ', 'gerekend', ' ', 'tot', ' ', 'de', ' ', 'niet', '-', 'selectieve', ' ', 'middelen', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'aanhef', '.']"
175,onverminderd ,"['onverminderd', ' ']"
176,"
      ",['\n      ']
177,"de verboden, bedoeld in het eerste lid, onderdelen a, en b, zijn niet van toepassing op de bosmuis, de huisspitsmuis en de veldmuis voor zover deze dieren zich in of op gebouwen of daarbij behorende erven of roerende zaken bevinden.","['de', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdelen', ' ', 'a', ', ', 'en', ' ', 'b', ', ', 'zijn', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'de', ' ', 'bosmuis', ', ', 'de', ' ', 'huisspitsmuis', ' ', 'en', ' ', 'de', ' ', 'veldmuis', ' ', 'voor', ' ', 'zover', ' ', 'deze', ' ', 'dieren', ' ', 'zich', ' ', 'in', ' ', 'of', ' ', 'op', ' ', 'gebouwen', ' ', 'of', ' ', 'daarbij', ' ', 'behorende', ' ', 'erven', ' ', 'of', ' ', 'roerende', ' ', 'zaken', ' ', 'bevinden', '.']"
178,"bij ministeriële regeling kan worden bepaald dat de bij die regeling aan te wijzen verboden, bedoeld in ","['bij', ' ', 'ministeriële', ' ', 'regeling', ' ', 'kan', ' ', 'worden', ' ', 'bepaald', ' ', 'dat', ' ', 'de', ' ', 'bij', ' ', 'die', ' ', 'regeling', ' ', 'aan', ' ', 'te', ' ', 'wijzen', ' ', 'verboden', ', ', 'bedoeld', ' ', 'in', ' ']"
179,provinciale staten kunnen bij verordening regels stellen waaraan een melding als bedoeld in het eerste lid moet voldoen.,"['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'verordening', ' ', 'regels', ' ', 'stellen', ' ', 'waaraan', ' ', 'een', ' ', 'melding', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'moet', ' ', 'voldoen', '.']"
180,"er zijn faunabeheereenheden die voor hun werkgebied een faunabeheerplan vaststellen. het duurzaam beheer van populaties van in het wild levende dieren, de bestrijding van schadeveroorzakende dieren door grondgebruikers en de uitoefening van de jacht geschieden overeenkomstig het faunabeheerplan.","['er', ' ', 'zijn', ' ', 'faunabeheereenheden', ' ', 'die', ' ', 'voor', ' ', 'hun', ' ', 'werkgebied', ' ', 'een', ' ', 'faunabeheerplan', ' ', 'vaststellen', '. ', 'het', ' ', 'duurzaam', ' ', 'beheer', ' ', 'van', ' ', 'populaties', ' ', 'van', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ', ', 'de', ' ', 'bestrijding', ' ', 'van', ' ', 'schadeveroorzakende', ' ', 'dieren', ' ', 'door', ' ', 'grondgebruikers', ' ', 'en', ' ', 'de', ' ', 'uitoefening', ' ', 'van', ' ', 'de', ' ', 'jacht', ' ', 'geschieden', ' ', 'overeenkomstig', ' ', 'het', ' ', 'faunabeheerplan', '.']"
181,"een faunabeheereenheid heeft de rechtsvorm van een vereniging met volledige rechtsbevoegdheid of een stichting. in het bestuur van een faunabeheereenheid zijn in ieder geval de jachthouders uit het werkgebied van de faunabeheereenheid en maatschappelijke organisaties die het doel behartigen van een duurzaam beheer van populaties van in het wild levende dieren in de regio waartoe het werkgebied van de faunabeheereenheid behoort, vertegenwoordigd. op uitnodiging van het bestuur van de faunabeheereenheid kunnen vertegenwoordigers van andere dan de in de tweede volzin bedoelde maatschappelijke organisaties en wetenschappers op het gebied van faunabeheer deelnemen aan de vergaderingen van het bestuur en het bestuur adviseren.","['een', ' ', 'faunabeheereenheid', ' ', 'heeft', ' ', 'de', ' ', 'rechtsvorm', ' ', 'van', ' ', 'een', ' ', 'vereniging', ' ', 'met', ' ', 'volledige', ' ', 'rechtsbevoegdheid', ' ', 'of', ' ', 'een', ' ', 'stichting', '. ', 'in', ' ', 'het', ' ', 'bestuur', ' ', 'van', ' ', 'een', ' ', 'faunabeheereenheid', ' ', 'zijn', ' ', 'in', ' ', 'ieder', ' ', 'geval', ' ', 'de', ' ', 'jachthouders', ' ', 'uit', ' ', 'het', ' ', 'werkgebied', ' ', 'van', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'en', ' ', 'maatschappelijke', ' ', 'organisaties', ' ', 'die', ' ', 'het', ' ', 'doel', ' ', 'behartigen', ' ', 'van', ' ', 'een', ' ', 'duurzaam', ' ', 'beheer', ' ', 'van', ' ', 'populaties', ' ', 'van', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'in', ' ', 'de', ' ', 'regio', ' ', 'waartoe', ' ', 'het', ' ', 'werkgebied', ' ', 'van', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'behoort', ', ', 'vertegenwoordigd', '. ', 'op', ' ', 'uitnodiging', ' ', 'van', ' ', 'het', ' ', 'bestuur', ' ', 'van', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'kunnen', ' ', 'vertegenwoordigers', ' ', 'van', ' ', 'andere', ' ', 'dan', ' ', 'de', ' ', 'in', ' ', 'de', ' ', 'tweede', ' ', 'volzin', ' ', 'bedoelde', ' ', 'maatschappelijke', ' ', 'organisaties', ' ', 'en', ' ', 'wetenschappers', ' ', 'op', ' ', 'het', ' ', 'gebied', ' ', 'van', ' ', 'faunabeheer', ' ', 'deelnemen', ' ', 'aan', ' ', 'de', ' ', 'vergaderingen', ' ', 'van', ' ', 'het', ' ', 'bestuur', ' ', 'en', ' ', 'het', ' ', 'bestuur', ' ', 'adviseren', '.']"
182,"faunabeheereenheden stellen een of meer faunabeheerplannen vast voor hun werkgebied. ten aanzien van door onze minister vanwege de omvang van hun leefgebieden aangewezen diersoorten stellen de faunabeheereenheden, in wier werkgebied het leefgebied is gelegen, gezamenlijk een faunabeheerplan vast.","['faunabeheereenheden', ' ', 'stellen', ' ', 'een', ' ', 'of', ' ', 'meer', ' ', 'faunabeheerplannen', ' ', 'vast', ' ', 'voor', ' ', 'hun', ' ', 'werkgebied', '. ', 'ten', ' ', 'aanzien', ' ', 'van', ' ', 'door', ' ', 'onze', ' ', 'minister', ' ', 'vanwege', ' ', 'de', ' ', 'omvang', ' ', 'van', ' ', 'hun', ' ', 'leefgebieden', ' ', 'aangewezen', ' ', 'diersoorten', ' ', 'stellen', ' ', 'de', ' ', 'faunabeheereenheden', ', ', 'in', ' ', 'wier', ' ', 'werkgebied', ' ', 'het', ' ', 'leefgebied', ' ', 'is', ' ', 'gelegen', ', ', 'gezamenlijk', ' ', 'een', ' ', 'faunabeheerplan', ' ', 'vast', '.']"
183,onderdeel van het faunabeheerplan zijn passende en doeltreffende maatregelen ter voorkoming en bestrijding van schade aangericht door in het wild levende dieren.,"['onderdeel', ' ', 'van', ' ', 'het', ' ', 'faunabeheerplan', ' ', 'zijn', ' ', 'passende', ' ', 'en', ' ', 'doeltreffende', ' ', 'maatregelen', ' ', 'ter', ' ', 'voorkoming', ' ', 'en', ' ', 'bestrijding', ' ', 'van', ' ', 'schade', ' ', 'aangericht', ' ', 'door', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', '.']"
184,ten behoeve van een planmatige en doelmatige aanpak van het faunabeheer wordt het faunabeheerplan onderbouwd door trendtellingen van de populaties van in het wild levende dieren in het gebied waarop het faunabeheerplan van toepassing is.,"['ten', ' ', 'behoeve', ' ', 'van', ' ', 'een', ' ', 'planmatige', ' ', 'en', ' ', 'doelmatige', ' ', 'aanpak', ' ', 'van', ' ', 'het', ' ', 'faunabeheer', ' ', 'wordt', ' ', 'het', ' ', 'faunabeheerplan', ' ', 'onderbouwd', ' ', 'door', ' ', 'trendtellingen', ' ', 'van', ' ', 'de', ' ', 'populaties', ' ', 'van', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'in', ' ', 'het', ' ', 'gebied', ' ', 'waarop', ' ', 'het', ' ', 'faunabeheerplan', ' ', 'van', ' ', 'toepassing', ' ', 'is', '.']"
185,"alvorens een faunabeheerplan vast te stellen, hoort de faunabeheereenheid de binnen haar werkgebied werkzame wildbeheereenheden over de inhoud van het plan.","['alvorens', ' ', 'een', ' ', 'faunabeheerplan', ' ', 'vast', ' ', 'te', ' ', 'stellen', ', ', 'hoort', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'de', ' ', 'binnen', ' ', 'haar', ' ', 'werkgebied', ' ', 'werkzame', ' ', 'wildbeheereenheden', ' ', 'over', ' ', 'de', ' ', 'inhoud', ' ', 'van', ' ', 'het', ' ', 'plan', '.']"
186,"het faunabeheerplan behoeft de goedkeuring van gedeputeerde staten van de provincie waarin de faunabeheereenheid werkzaam is. ingeval een gezamenlijk faunabeheerplan is vastgesteld door faunabeheereenheden in verschillende provincies, geschiedt de goedkeuring door gedeputeerde staten van de provincie waarin het leefgebied van de soort grotendeels is gelegen, in overeenstemming met gedeputeerde staten van de andere provincies waarin het leefgebied mede is gelegen. een goedgekeurd faunabeheerplan wordt openbaar gemaakt door de betreffende faunabeheereenheid.","['het', ' ', 'faunabeheerplan', ' ', 'behoeft', ' ', 'de', ' ', 'goedkeuring', ' ', 'van', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincie', ' ', 'waarin', ' ', 'de', ' ', 'faunabeheereenheid', ' ', 'werkzaam', ' ', 'is', '. ', 'ingeval', ' ', 'een', ' ', 'gezamenlijk', ' ', 'faunabeheerplan', ' ', 'is', ' ', 'vastgesteld', ' ', 'door', ' ', 'faunabeheereenheden', ' ', 'in', ' ', 'verschillende', ' ', 'provincies', ', ', 'geschiedt', ' ', 'de', ' ', 'goedkeuring', ' ', 'door', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincie', ' ', 'waarin', ' ', 'het', ' ', 'leefgebied', ' ', 'van', ' ', 'de', ' ', 'soort', ' ', 'grotendeels', ' ', 'is', ' ', 'gelegen', ', ', 'in', ' ', 'overeenstemming', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'andere', ' ', 'provincies', ' ', 'waarin', ' ', 'het', ' ', 'leefgebied', ' ', 'mede', ' ', 'is', ' ', 'gelegen', '. ', 'een', ' ', 'goedgekeurd', ' ', 'faunabeheerplan', ' ', 'wordt', ' ', 'openbaar', ' ', 'gemaakt', ' ', 'door', ' ', 'de', ' ', 'betreffende', ' ', 'faunabeheereenheid', '.']"
